networkClass,connectivity,timeDifferenceTo1PPSms
Broadband,WiFi,2.303
Broadband,WiFi,3.159
Broadband,WiFi,-102.71
Broadband,WiFi,3.687
Broadband,WiFi,3.908
Broadband,WiFi,1.841
Broadband,WiFi,3.51
Broadband,WiFi,-1.3
Broadband,WiFi,3.599
Broadband,WiFi,1.166
Broadband,WiFi,1.099
Broadband,WiFi,0.882
Broadband,WiFi,4.624
Broadband,WiFi,5.141
Broadband,WiFi,3.979
Broadband,WiFi,3.885
Broadband,WiFi,3.854
Broadband,WiFi,0.249
Broadband,WiFi,3.72
Broadband,WiFi,4.559
Broadband,WiFi,3.895
Broadband,WiFi,-18.589
Broadband,WiFi,-90.727
Broadband,WiFi,-55.677
Broadband,WiFi,4.415
Broadband,WiFi,4.419
Broadband,WiFi,4.197
Broadband,WiFi,6.319
Broadband,WiFi,3.694
Broadband,WiFi,0.628
Broadband,WiFi,0.6
Broadband,WiFi,0.606
Broadband,WiFi,-3.379
Broadband,WiFi,0.257
Broadband,WiFi,1.484
Broadband,WiFi,0.653
Broadband,WiFi,3.167
Broadband,WiFi,0.477
Broadband,WiFi,-3.18
Broadband,WiFi,-3.269
Broadband,WiFi,-0.461
Broadband,WiFi,
Broadband,WiFi,-0.595
Broadband,WiFi,-2.502
Broadband,WiFi,-2.703
Broadband,WiFi,-0.1
Broadband,WiFi,-1.66
Broadband,WiFi,-64.693
Broadband,WiFi,
Broadband,WiFi,0.723
Broadband,WiFi,-1.332
Broadband,WiFi,-1.687
Broadband,WiFi,-0.535
Broadband,WiFi,-2.693
Broadband,WiFi,0.682
Broadband,WiFi,-0.077
Broadband,WiFi,4.528
Broadband,WiFi,1.22
Broadband,WiFi,1.523
Broadband,WiFi,0.479
Broadband,WiFi,2.636
Broadband,WiFi,-0.11
Broadband,WiFi,-2.233
Broadband,WiFi,43.682
Broadband,WiFi,0.379
Broadband,WiFi,0.138
Broadband,WiFi,6.584
Broadband,WiFi,-0.222
Broadband,WiFi,-1.73
Broadband,WiFi,1.512
Broadband,WiFi,1.374
Broadband,WiFi,3.855
Broadband,WiFi,-0.005
Broadband,WiFi,0.725
Broadband,WiFi,-1.798
Broadband,WiFi,-1.749
Broadband,WiFi,8.823
Broadband,WiFi,0.918
Broadband,WiFi,0.706
Broadband,WiFi,-1.305
Broadband,WiFi,-0.513
Broadband,WiFi,-1.479
Broadband,WiFi,-0.722
Broadband,WiFi,-1.713
Broadband,WiFi,-0.227
Broadband,WiFi,12.614
Broadband,WiFi,-51.975
Broadband,WiFi,-0.294
Broadband,WiFi,-3.404
Broadband,WiFi,-2.789
Broadband,WiFi,0.287
Broadband,WiFi,-4.532
Broadband,WiFi,-0.777
Broadband,WiFi,-2.558
Broadband,WiFi,2.039
Broadband,WiFi,0.437
Broadband,WiFi,0.397
Broadband,WiFi,-0.355
Broadband,WiFi,-1.155
Broadband,WiFi,-0.102
Broadband,WiFi,0.378
Broadband,WiFi,-1.556
Broadband,WiFi,7.297
Broadband,WiFi,0.045
Broadband,WiFi,1.407
Broadband,WiFi,-0.031
Broadband,WiFi,-2.741
Broadband,WiFi,-1.825
Broadband,WiFi,0.247
Broadband,WiFi,0.986
Broadband,WiFi,-6.715
Broadband,WiFi,-9.031
Broadband,WiFi,0.584
Broadband,WiFi,0.101
Broadband,WiFi,0.655
Broadband,WiFi,-3.812
Broadband,WiFi,-0.086
Broadband,WiFi,-0.276
Broadband,WiFi,-0.063
Broadband,WiFi,0.793
Broadband,WiFi,0.565
Broadband,WiFi,-1.249
Broadband,WiFi,-4.256
Broadband,WiFi,0.09
Broadband,WiFi,-1.031
Broadband,WiFi,-1.023
Broadband,WiFi,-0.064
Broadband,WiFi,0.998
Broadband,WiFi,-0.519
Broadband,WiFi,-8.639
Broadband,WiFi,-2.971
Broadband,WiFi,0.845
Broadband,WiFi,0.119
Broadband,WiFi,-0.25
Broadband,WiFi,-3.317
Broadband,WiFi,-4.067
Broadband,WiFi,0.613
Broadband,WiFi,0.748
Broadband,WiFi,0.762
Broadband,WiFi,1.837
Broadband,WiFi,-1.786
Broadband,WiFi,-2.068
Broadband,WiFi,-1.65
Broadband,WiFi,-2.643
Broadband,WiFi,-0.165
Broadband,WiFi,1.476
Broadband,WiFi,0.201
Broadband,WiFi,-1.659
Broadband,WiFi,-1.165
Broadband,WiFi,
Broadband,WiFi,-1.572
Broadband,WiFi,0.743
Broadband,WiFi,-0.568
Broadband,WiFi,-0.463
Broadband,WiFi,0.517
Broadband,WiFi,-2.419
Broadband,WiFi,3.175
Broadband,WiFi,0.687
Broadband,WiFi,2.029
Broadband,WiFi,1.537
Broadband,WiFi,0.591
Broadband,WiFi,1.808
Broadband,WiFi,2.157
Broadband,WiFi,3.977
Broadband,WiFi,-0.91
Broadband,WiFi,-1.156
Broadband,WiFi,-0.503
Broadband,WiFi,-1.984
Broadband,WiFi,12.358
Broadband,WiFi,0.111
Broadband,WiFi,-0.002
Broadband,WiFi,-0.199
Broadband,WiFi,-0.899
Broadband,WiFi,-0.527
Broadband,WiFi,-1.965
Broadband,WiFi,3.284
Broadband,WiFi,-1.344
Broadband,WiFi,0.301
Broadband,WiFi,0.275
Broadband,WiFi,1.968
Broadband,WiFi,-2.98
Broadband,WiFi,1.613
Broadband,WiFi,1.077
Broadband,WiFi,-0.318
Broadband,WiFi,0.752
Broadband,WiFi,-2.089
Broadband,WiFi,-1.142
Broadband,WiFi,-0.521
Broadband,WiFi,0.241
Broadband,WiFi,-43.174
Broadband,WiFi,-28.316
Broadband,WiFi,0.591
Broadband,WiFi,-1.004
Broadband,WiFi,-1.833
Broadband,WiFi,-3.87
Broadband,WiFi,-0.135
Broadband,WiFi,-9.109
Broadband,WiFi,2.727
Broadband,WiFi,-3.822
Broadband,WiFi,-1.576
Broadband,WiFi,-0.042
Broadband,WiFi,-0.138
Broadband,WiFi,-7.026
Broadband,WiFi,-1.893
Broadband,WiFi,0.704
Broadband,WiFi,0.756
Broadband,WiFi,0.14
Broadband,WiFi,-0.509
Broadband,WiFi,-1.312
Broadband,WiFi,1.341
Broadband,WiFi,-1.133
Broadband,WiFi,1.057
Broadband,WiFi,-1.064
Broadband,WiFi,0.061
Broadband,WiFi,-8.54
Broadband,WiFi,0.87
Broadband,WiFi,0.428
Broadband,WiFi,-1.455
Broadband,WiFi,1.241
Broadband,WiFi,0.012
Broadband,WiFi,0.487
Broadband,WiFi,2.494
Broadband,WiFi,0.751
Broadband,WiFi,-2.541
Broadband,WiFi,0.523
Broadband,WiFi,-0.183
Broadband,WiFi,-0.116
Broadband,WiFi,-1.893
Broadband,WiFi,0.148
Broadband,WiFi,-4.102
Broadband,WiFi,1.296
Broadband,WiFi,1.084
Broadband,WiFi,1.302
Broadband,WiFi,0.967
Broadband,WiFi,-4.07
Broadband,WiFi,-0.024
Broadband,WiFi,-6.678
Broadband,WiFi,0.574
Broadband,WiFi,87.257
Broadband,WiFi,0.994
Broadband,WiFi,-67.824
Broadband,WiFi,0.099
Broadband,WiFi,-0.037
Broadband,WiFi,-1.973
Broadband,WiFi,-5.455
Broadband,WiFi,-0.06
Broadband,WiFi,-1.836
Broadband,WiFi,-5.209
Broadband,WiFi,-2.149
Broadband,WiFi,0.784
Broadband,WiFi,0.751
Broadband,WiFi,-1.996
Broadband,WiFi,-0.268
Broadband,WiFi,-0.934
Broadband,WiFi,0.211
Broadband,WiFi,-1.532
Broadband,WiFi,-79.284
Broadband,WiFi,-50.409
Broadband,WiFi,2.086
Broadband,WiFi,-0.043
Broadband,WiFi,0.679
Broadband,WiFi,-0.211
Broadband,WiFi,-81.576
Broadband,WiFi,-1.619
Broadband,WiFi,-44.907
Broadband,WiFi,-3.34
Broadband,WiFi,-0.453
Broadband,WiFi,1.385
Broadband,WiFi,-0.76
Broadband,WiFi,-5.17
Broadband,WiFi,0.674
Broadband,WiFi,0.638
Broadband,WiFi,3.908
Broadband,WiFi,-32.642
Broadband,WiFi,-122.323
Broadband,WiFi,-1.625
Broadband,WiFi,0.617
Broadband,WiFi,5.406
Broadband,WiFi,4.207
Broadband,WiFi,-0.877
Broadband,WiFi,2.477
Broadband,WiFi,-0.6
Broadband,WiFi,-0.334
Broadband,WiFi,-1.765
Broadband,WiFi,-0.086
Broadband,WiFi,-0.67
Broadband,WiFi,-33.131
Broadband,WiFi,-3.154
Broadband,WiFi,0.703
Broadband,WiFi,2.418
Broadband,WiFi,0.842
Broadband,WiFi,9.853
Broadband,WiFi,-1.328
Broadband,WiFi,-5.957
Broadband,WiFi,-0.713
Broadband,WiFi,-0.503
Broadband,WiFi,0.47
Broadband,WiFi,-3.105
Broadband,WiFi,-3.27
Broadband,WiFi,-0.25
Broadband,WiFi,0.578
Broadband,WiFi,3.601
Broadband,WiFi,-1.044
Broadband,WiFi,0.673
Broadband,WiFi,-1.475
Broadband,WiFi,-0.581
Broadband,WiFi,-0.202
Broadband,WiFi,-3.398
Broadband,WiFi,0.227
Broadband,WiFi,-0.108
Broadband,WiFi,-0.163
Broadband,WiFi,-0.926
Broadband,WiFi,-0.621
Broadband,WiFi,-3.182
Broadband,WiFi,-0.699
Broadband,WiFi,-0.331
Broadband,WiFi,0.367
Broadband,WiFi,-6.548
Broadband,WiFi,0.383
Broadband,WiFi,6.664
Broadband,WiFi,0.881
Broadband,WiFi,0.455
Broadband,WiFi,-0.687
Broadband,WiFi,-0.047
Broadband,WiFi,0.153
Broadband,WiFi,0.439
Broadband,WiFi,1.539
Broadband,WiFi,4.076
Broadband,WiFi,1.927
Broadband,WiFi,4.363
Broadband,WiFi,4.304
Broadband,WiFi,3.16
Broadband,WiFi,6.987
Broadband,WiFi,6.048
Broadband,WiFi,1.839
Broadband,WiFi,1.228
Broadband,WiFi,-3.149
Broadband,WiFi,0.13
Broadband,WiFi,-2.919
Broadband,WiFi,-0.343
Broadband,WiFi,-1.958
Broadband,WiFi,-1.442
Broadband,WiFi,0.279
Broadband,WiFi,0.306
Broadband,WiFi,-0.402
Broadband,WiFi,-0.215
Broadband,WiFi,-3.291
Broadband,WiFi,0.79
Broadband,WiFi,0.563
Broadband,WiFi,-1.016
Broadband,WiFi,4.703
Broadband,WiFi,
Broadband,WiFi,4.683
Broadband,WiFi,-0.357
Broadband,WiFi,0.241
Broadband,WiFi,-0.458
Broadband,WiFi,-3.713
Broadband,WiFi,-0.335
Broadband,WiFi,3.123
Broadband,WiFi,-0.182
Broadband,WiFi,0.35
Broadband,WiFi,-1.762
Broadband,WiFi,3.515
Broadband,WiFi,2.492
Broadband,WiFi,0.161
Broadband,WiFi,1.759
Broadband,WiFi,3.366
Broadband,WiFi,1.905
Broadband,WiFi,0.111
Broadband,WiFi,0.514
Broadband,WiFi,-0.023
Broadband,WiFi,3.621
Broadband,WiFi,4.425
Broadband,WiFi,3.819
Broadband,WiFi,3.517
Broadband,WiFi,-2.35
Broadband,WiFi,-0.897
Broadband,WiFi,0.892
Broadband,WiFi,0.021
Broadband,WiFi,-1.145
Broadband,WiFi,-1.265
Broadband,WiFi,-0.607
Broadband,WiFi,0.846
Broadband,WiFi,-0.869
Broadband,WiFi,1.717
Broadband,WiFi,-0.499
Broadband,WiFi,-0.327
Broadband,WiFi,1.515
Broadband,WiFi,-0.683
Broadband,WiFi,-2.84
Broadband,WiFi,3.322
Broadband,WiFi,2.685
Broadband,WiFi,0.541
Broadband,WiFi,1.241
Broadband,WiFi,2.786
Broadband,WiFi,3.188
Broadband,WiFi,1.278
Broadband,WiFi,0.054
Broadband,WiFi,0.272
Broadband,WiFi,-1.255
Broadband,WiFi,1.508
Broadband,WiFi,1.487
Broadband,WiFi,-1.607
Broadband,WiFi,-0.234
Broadband,WiFi,0.843
Broadband,WiFi,-1.306
Broadband,WiFi,2.493
Broadband,WiFi,2.039
Broadband,WiFi,-3.822
Broadband,WiFi,-3.499
Broadband,WiFi,-1.074
Broadband,WiFi,-27.348
Broadband,WiFi,-12.673
Broadband,WiFi,-0.928
Broadband,WiFi,-0.53
Broadband,WiFi,3.076
Broadband,WiFi,0.247
Broadband,WiFi,0.923
Broadband,WiFi,-0.961
Broadband,WiFi,-3.322
Broadband,WiFi,-0.133
Broadband,WiFi,1.33
Broadband,WiFi,0.504
Broadband,WiFi,2.48
Broadband,WiFi,-0.913
Broadband,WiFi,-0.311
Broadband,WiFi,1.441
Broadband,WiFi,-26.376
Broadband,WiFi,2.969
Broadband,WiFi,-3.453
Broadband,WiFi,6.434
Broadband,WiFi,1.105
Broadband,WiFi,0.084
Broadband,WiFi,13.94
Broadband,WiFi,0.652
Broadband,WiFi,0.42
Broadband,WiFi,0.469
Broadband,WiFi,4.073
Broadband,WiFi,0.421
Broadband,WiFi,0.169
Broadband,WiFi,-1.092
Broadband,WiFi,0.597
Broadband,WiFi,-5.168
Broadband,WiFi,0.468
Broadband,WiFi,-20.627
Broadband,WiFi,1.52
Broadband,WiFi,0.27
Broadband,WiFi,-0.025
Broadband,WiFi,-0.983
Broadband,WiFi,
Broadband,WiFi,-2.341
Broadband,WiFi,-0.048
Broadband,WiFi,0.37
Broadband,WiFi,-1.618
Broadband,WiFi,2.94
Broadband,WiFi,6.931
Broadband,WiFi,4.213
Broadband,WiFi,3.463
Broadband,WiFi,-1.061
Broadband,WiFi,1.572
Broadband,WiFi,4.057
Broadband,WiFi,2.772
Broadband,WiFi,1.944
Broadband,WiFi,-10.99
Broadband,WiFi,4.672
Broadband,WiFi,4.207
Broadband,WiFi,3.634
Broadband,WiFi,3.328
Broadband,WiFi,2.683
Broadband,WiFi,2.394
Broadband,WiFi,1.019
Broadband,WiFi,1.099
Broadband,WiFi,2.371
Broadband,WiFi,2.914
Broadband,WiFi,3.153
Broadband,WiFi,7.937
Broadband,WiFi,5.267
Broadband,WiFi,-1.56
Broadband,WiFi,2.544
Broadband,WiFi,3.193
Broadband,WiFi,-0.879
Broadband,WiFi,0.756
Broadband,WiFi,-0.013
Broadband,WiFi,-76.994
Broadband,WiFi,1.232
Broadband,WiFi,4.721
Broadband,WiFi,0.108
Broadband,WiFi,-0.475
Broadband,WiFi,0.165
Broadband,WiFi,-0.573
Broadband,WiFi,-0.005
Broadband,WiFi,-0.265
Broadband,WiFi,0.532
Broadband,WiFi,0.527
Broadband,WiFi,0.0
Broadband,WiFi,-5.071
Broadband,WiFi,-4.803
Broadband,WiFi,-0.61
Broadband,WiFi,0.712
Broadband,WiFi,0.002
Broadband,WiFi,-1.083
Broadband,WiFi,-1.326
Broadband,WiFi,2.29
Broadband,WiFi,-1.188
Broadband,WiFi,-16.779
Broadband,WiFi,0.442
Broadband,WiFi,2.237
Broadband,WiFi,1.073
Broadband,WiFi,-2.914
Broadband,WiFi,-1.235
Broadband,WiFi,2.102
Broadband,WiFi,1.254
Broadband,WiFi,0.308
Broadband,WiFi,-0.114
Broadband,WiFi,2.712
Broadband,WiFi,-0.019
Broadband,WiFi,-3.122
Broadband,WiFi,4.173
Broadband,WiFi,-0.324
Broadband,WiFi,-0.131
Broadband,WiFi,-1.623
Broadband,WiFi,1.397
Broadband,WiFi,-0.133
Broadband,WiFi,0.748
Broadband,WiFi,-0.159
Broadband,WiFi,-0.625
Broadband,WiFi,1.698
Broadband,WiFi,4.461
Broadband,WiFi,1.295
Broadband,WiFi,-0.257
Broadband,WiFi,0.669
Broadband,WiFi,-1.515
Broadband,WiFi,-0.807
Broadband,WiFi,0.272
Broadband,WiFi,0.281
Broadband,WiFi,0.549
Broadband,WiFi,5.033
Broadband,WiFi,-0.686
Broadband,WiFi,-0.053
Broadband,WiFi,0.24
Broadband,WiFi,4.803
Broadband,WiFi,1.084
Broadband,WiFi,3.444
Broadband,WiFi,6.687
Broadband,WiFi,0.457
Broadband,WiFi,4.228
Broadband,WiFi,5.472
Broadband,WiFi,3.173
Broadband,WiFi,-0.786
Broadband,WiFi,-1.561
Broadband,WiFi,-3.929
Broadband,WiFi,-2.256
Broadband,WiFi,-0.229
Broadband,WiFi,-0.413
Broadband,WiFi,-0.586
Broadband,WiFi,0.113
Broadband,WiFi,2.785
Broadband,WiFi,0.672
Broadband,WiFi,0.073
Broadband,WiFi,1.046
Broadband,WiFi,1.259
Broadband,WiFi,0.992
Broadband,WiFi,0.098
Broadband,WiFi,0.93
Broadband,WiFi,0.503
Broadband,WiFi,0.533
Broadband,WiFi,-0.082
Broadband,WiFi,-0.04
Broadband,WiFi,-0.16
Broadband,WiFi,-0.564
Broadband,WiFi,-2.231
Broadband,WiFi,-0.997
Broadband,WiFi,-1.44
Broadband,WiFi,-0.305
Broadband,WiFi,0.691
Broadband,WiFi,-0.148
Broadband,WiFi,-1.937
Broadband,WiFi,-13.633
Broadband,WiFi,-0.345
Broadband,WiFi,0.308
Broadband,WiFi,-1.202
Broadband,WiFi,0.069
Broadband,WiFi,-1.603
Broadband,WiFi,-1.939
Broadband,WiFi,-5.913
Broadband,WiFi,-3.671
Broadband,WiFi,-1.035
Broadband,WiFi,-0.167
Broadband,WiFi,-0.288
Broadband,WiFi,-0.378
Broadband,WiFi,-0.604
Broadband,WiFi,0.333
Broadband,WiFi,2.864
Broadband,WiFi,1.877
Broadband,WiFi,-1.582
Broadband,WiFi,0.487
Broadband,WiFi,0.09
Broadband,WiFi,0.041
Broadband,WiFi,1.76
Broadband,WiFi,-79.74
Broadband,WiFi,-1.787
Broadband,WiFi,-2.485
Broadband,WiFi,0.667
Broadband,WiFi,-2.41
Broadband,WiFi,-83.453
Broadband,WiFi,-89.174
Broadband,WiFi,-84.008
Broadband,WiFi,-1.821
Broadband,WiFi,-1.325
Broadband,WiFi,-0.39
Broadband,WiFi,-1.07
Broadband,WiFi,0.675
Broadband,WiFi,0.113
Broadband,WiFi,-1.013
Broadband,WiFi,-2.873
Broadband,WiFi,0.702
Broadband,WiFi,-0.406
Broadband,WiFi,-0.108
Broadband,WiFi,-0.213
Broadband,WiFi,-0.113
Broadband,WiFi,-0.931
Broadband,WiFi,-5.455
Broadband,WiFi,-5.248
Broadband,WiFi,0.606
Broadband,WiFi,0.124
Broadband,WiFi,-3.378
Broadband,WiFi,-0.679
Broadband,WiFi,-0.458
Broadband,WiFi,-0.211
Broadband,WiFi,1.26
Broadband,WiFi,1.831
Broadband,WiFi,-1.496
Broadband,WiFi,0.347
Broadband,WiFi,0.935
Broadband,WiFi,3.12
Broadband,WiFi,-0.202
Broadband,WiFi,0.429
Broadband,WiFi,-2.817
Broadband,WiFi,-0.044
Broadband,WiFi,-0.862
Broadband,WiFi,5.347
Broadband,WiFi,-2.545
Broadband,WiFi,3.722
Broadband,WiFi,-0.037
Broadband,WiFi,0.304
Broadband,WiFi,-0.314
Broadband,WiFi,2.104
Broadband,WiFi,3.717
Broadband,WiFi,2.789
Broadband,WiFi,3.834
Broadband,WiFi,3.404
Broadband,WiFi,1.223
Broadband,WiFi,-1.529
Broadband,WiFi,-0.28
Broadband,WiFi,0.213
Broadband,WiFi,5.625
Broadband,WiFi,0.528
Broadband,WiFi,-0.937
Broadband,WiFi,0.279
Broadband,WiFi,-2.798
Broadband,WiFi,-2.748
Broadband,WiFi,-1.461
Broadband,WiFi,-4.282
Broadband,WiFi,0.647
Broadband,WiFi,-7.769
Broadband,WiFi,0.275
Broadband,WiFi,0.578
Broadband,WiFi,0.167
Broadband,WiFi,4.776
Broadband,WiFi,2.353
Broadband,WiFi,-3.545
Broadband,WiFi,-2.667
Broadband,WiFi,-0.038
Broadband,WiFi,-0.288
Broadband,WiFi,-3.459
Broadband,WiFi,-0.581
Broadband,WiFi,-1.526
Broadband,WiFi,-0.504
Broadband,WiFi,0.604
Broadband,WiFi,-0.067
Broadband,WiFi,-2.912
Broadband,WiFi,0.391
Broadband,WiFi,2.827
Broadband,WiFi,-0.008
Broadband,WiFi,1.006
Broadband,WiFi,-0.501
Broadband,WiFi,-0.823
Broadband,WiFi,2.643
Broadband,WiFi,-0.697
Broadband,WiFi,-0.174
Broadband,WiFi,0.166
Broadband,WiFi,-17.683
Broadband,WiFi,2.312
Broadband,WiFi,2.636
Broadband,WiFi,-2.318
Broadband,WiFi,-61.19
Broadband,WiFi,-1.347
Broadband,WiFi,2.717
Broadband,WiFi,-41.377
Broadband,WiFi,-0.093
Broadband,WiFi,-1.976
Broadband,WiFi,1.048
Broadband,WiFi,-0.661
Broadband,WiFi,4.519
Broadband,WiFi,-1.394
Broadband,WiFi,0.574
Broadband,WiFi,2.275
Broadband,WiFi,3.911
Broadband,WiFi,1.863
Broadband,WiFi,-2.515
Broadband,WiFi,0.47
Broadband,WiFi,0.674
Broadband,WiFi,4.739
Broadband,WiFi,-0.305
Broadband,WiFi,-0.004
Broadband,WiFi,-3.09
Broadband,WiFi,0.253
Broadband,WiFi,-0.823
Broadband,WiFi,-15.636
Broadband,WiFi,0.434
Broadband,WiFi,1.325
Broadband,WiFi,0.638
Broadband,WiFi,-0.197
Broadband,WiFi,0.836
Broadband,WiFi,0.391
Broadband,WiFi,-13.331
Broadband,WiFi,3.464
Broadband,WiFi,-2.654
Broadband,WiFi,-1.615
Broadband,WiFi,0.537
Broadband,WiFi,0.054
Broadband,WiFi,-0.025
Broadband,WiFi,-0.498
Broadband,WiFi,1.15
Broadband,WiFi,0.089
Broadband,WiFi,1.621
Broadband,WiFi,0.49
Broadband,WiFi,-38.21
Broadband,WiFi,-30.074
Broadband,WiFi,-1.901
Broadband,WiFi,-0.388
Broadband,WiFi,-0.128
Broadband,WiFi,-1.87
Broadband,WiFi,0.27
Broadband,WiFi,0.284
Broadband,WiFi,-0.584
Broadband,WiFi,-0.154
Broadband,WiFi,2.288
Broadband,WiFi,-1.191
Broadband,WiFi,17.543
Broadband,WiFi,118.026
Broadband,WiFi,0.094
Broadband,WiFi,1.989
Broadband,WiFi,-0.07
Broadband,WiFi,0.671
Broadband,WiFi,-0.243
Broadband,WiFi,-0.185
Broadband,WiFi,0.349
Broadband,WiFi,0.91
Broadband,WiFi,6.087
Broadband,WiFi,2.749
Broadband,WiFi,3.201
Broadband,WiFi,-0.471
Broadband,WiFi,-0.634
Broadband,WiFi,-3.682
Broadband,WiFi,0.526
Broadband,WiFi,-27.872
Broadband,WiFi,0.143
Broadband,WiFi,0.234
Broadband,WiFi,1.106
Broadband,WiFi,-0.12
Broadband,WiFi,0.995
Broadband,WiFi,0.413
Broadband,WiFi,-0.789
Broadband,WiFi,-98.984
Broadband,WiFi,3.136
Broadband,WiFi,-0.061
Broadband,WiFi,0.714
Broadband,WiFi,0.433
Broadband,WiFi,3.792
Broadband,WiFi,-1.723
Broadband,WiFi,4.326
Broadband,WiFi,0.444
Broadband,WiFi,-0.16
Broadband,WiFi,-4.595
Broadband,WiFi,-1.208
Broadband,WiFi,3.05
Broadband,WiFi,5.589
Broadband,WiFi,5.064
Broadband,WiFi,1.112
Broadband,WiFi,0.042
Broadband,WiFi,0.79
Broadband,WiFi,1.379
Broadband,WiFi,5.449
Broadband,WiFi,3.466
Broadband,WiFi,0.666
Broadband,WiFi,-0.775
Broadband,WiFi,0.476
Broadband,WiFi,-1.236
Broadband,WiFi,1.881
Broadband,WiFi,-27.4
Broadband,WiFi,-1.626
Broadband,WiFi,-1.031
Broadband,WiFi,0.746
Broadband,WiFi,4.279
Broadband,WiFi,0.932
Broadband,WiFi,5.784
Broadband,WiFi,-2.232
Broadband,WiFi,-5.314
Broadband,WiFi,-22.081
Broadband,WiFi,-1.59
Broadband,WiFi,-0.005
Broadband,WiFi,0.362
Broadband,WiFi,5.904
Broadband,WiFi,-0.127
Broadband,WiFi,1.917
Broadband,WiFi,1.098
Broadband,WiFi,0.581
Broadband,WiFi,0.255
Broadband,WiFi,3.188
Broadband,WiFi,5.275
Broadband,WiFi,3.659
Broadband,WiFi,3.734
Broadband,WiFi,-52.348
Broadband,WiFi,-54.251
Broadband,WiFi,0.467
Broadband,WiFi,-0.152
Broadband,WiFi,4.578
Broadband,WiFi,0.434
Broadband,WiFi,3.94
Broadband,WiFi,2.374
Broadband,WiFi,-2.148
Broadband,WiFi,32.533
Broadband,WiFi,4.013
Broadband,WiFi,2.735
Broadband,WiFi,5.331
Broadband,WiFi,1.208
Broadband,WiFi,-1.619
Broadband,WiFi,0.006
Broadband,WiFi,4.882
Broadband,WiFi,-0.076
Broadband,WiFi,1.637
Broadband,WiFi,4.003
Broadband,WiFi,-0.74
Broadband,WiFi,1.601
Broadband,WiFi,2.036
Broadband,WiFi,0.524
Broadband,WiFi,0.162
Broadband,WiFi,-0.03
Broadband,WiFi,0.739
Broadband,WiFi,-1.782
Broadband,WiFi,-0.443
Broadband,WiFi,1.286
Broadband,WiFi,1.084
Broadband,WiFi,-0.769
Broadband,WiFi,0.952
Broadband,WiFi,-0.789
Broadband,WiFi,0.983
Broadband,WiFi,-96.292
Broadband,WiFi,0.091
Broadband,WiFi,2.636
Broadband,WiFi,3.251
Broadband,WiFi,1.564
Broadband,WiFi,0.615
Broadband,WiFi,-1.927
Broadband,WiFi,1.264
Broadband,WiFi,0.744
Broadband,WiFi,-0.021
Broadband,WiFi,6.118
Broadband,WiFi,1.984
Broadband,WiFi,2.432
Broadband,WiFi,0.998
Broadband,WiFi,5.577
Broadband,WiFi,0.073
Broadband,WiFi,0.761
Broadband,WiFi,-26.966
Broadband,WiFi,-56.487
Broadband,WiFi,2.755
Broadband,WiFi,0.279
Broadband,WiFi,9.08
Broadband,WiFi,5.067
Broadband,WiFi,4.148
Broadband,WiFi,0.462
Broadband,WiFi,-24.95
Broadband,WiFi,3.279
Broadband,WiFi,2.639
Broadband,WiFi,0.526
Broadband,WiFi,-2.308
Broadband,WiFi,2.433
Broadband,WiFi,-0.051
Broadband,WiFi,-1.259
Broadband,WiFi,3.789
Broadband,WiFi,2.6
Broadband,WiFi,0.25
Broadband,WiFi,-9.606
Broadband,WiFi,4.372
Broadband,WiFi,4.395
Broadband,WiFi,-0.464
Broadband,WiFi,-0.847
Broadband,WiFi,5.144
Broadband,WiFi,0.512
Broadband,WiFi,0.607
Broadband,WiFi,1.697
Broadband,WiFi,-0.403
Broadband,WiFi,-0.096
Broadband,WiFi,-1.958
Broadband,WiFi,-0.651
Broadband,WiFi,1.058
Broadband,WiFi,0.618
Broadband,WiFi,-0.887
Broadband,WiFi,0.142
Broadband,WiFi,-2.086
Broadband,WiFi,3.036
Broadband,WiFi,-5.522
Broadband,WiFi,-2.187
Broadband,WiFi,-2.305
Broadband,WiFi,3.682
Broadband,WiFi,2.182
Broadband,WiFi,-0.661
Broadband,WiFi,0.007
Broadband,WiFi,4.436
Broadband,WiFi,-0.566
Broadband,WiFi,1.227
Broadband,WiFi,0.158
Broadband,WiFi,0.41
Broadband,WiFi,4.189
Broadband,WiFi,2.954
Broadband,WiFi,-0.73
Broadband,WiFi,1.505
Broadband,WiFi,4.603
Broadband,WiFi,4.096
Broadband,WiFi,3.593
Broadband,WiFi,4.452
Broadband,WiFi,0.554
Broadband,WiFi,0.522
Broadband,WiFi,0.423
Broadband,WiFi,0.575
Broadband,WiFi,0.52
Broadband,WiFi,-0.097
Broadband,WiFi,0.745
Broadband,WiFi,0.172
Broadband,WiFi,1.464
Broadband,WiFi,1.856
Broadband,WiFi,1.841
Broadband,WiFi,-0.854
Broadband,WiFi,0.819
Broadband,WiFi,0.213
Broadband,WiFi,1.295
Broadband,WiFi,-0.478
Broadband,WiFi,-0.75
Broadband,WiFi,-2.735
Broadband,WiFi,2.282
Broadband,WiFi,-0.201
Broadband,WiFi,-0.115
Broadband,WiFi,1.195
Broadband,WiFi,1.336
Broadband,WiFi,-0.332
Broadband,WiFi,-0.259
Broadband,WiFi,-1.427
Broadband,WiFi,-6.831
Broadband,WiFi,1.191
Broadband,WiFi,1.114
Broadband,WiFi,0.799
Broadband,WiFi,5.428
Broadband,WiFi,-0.254
Broadband,WiFi,5.599
Broadband,WiFi,0.166
