networkClass,connectivity,timeDifferenceTo1PPSms
Mobile 2G,4/5 (3-4) bar 2G,-80.854
Mobile 2G,4/5 (3-4) bar 2G,832.663
Mobile 2G,4/5 (3-4) bar 2G,-141.138
Mobile 2G,4/5 (3-4) bar 2G,-26.049
Mobile 2G,4/5 (3-4) bar 2G,266.858
Mobile 2G,4/5 (3-4) bar 2G,846.346
Mobile 2G,4/5 (3-4) bar 2G,231.052
Mobile 2G,4/5 (3-4) bar 2G,-30.05
Mobile 2G,4/5 (3-4) bar 2G,118.114
Mobile 2G,4/5 (3-4) bar 2G,184.835
Mobile 2G,4/5 (3-4) bar 2G,-86.294
Mobile 2G,4/5 (3-4) bar 2G,247.055
Mobile 2G,4/5 (3-4) bar 2G,192.292
Mobile 2G,4/5 (3-4) bar 2G,75.991
Mobile 2G,4/5 (3-4) bar 2G,55.372
Mobile 2G,4/5 (3-4) bar 2G,206.027
Mobile 2G,4/5 (3-4) bar 2G,159.985
Mobile 2G,4/5 (3-4) bar 2G,826.611
Mobile 2G,4/5 (3-4) bar 2G,1246.136
Mobile 2G,4/5 (3-4) bar 2G,-70.699
Mobile 2G,4/5 (3-4) bar 2G,-164.332
Mobile 2G,4/5 (3-4) bar 2G,98.662
Mobile 2G,4/5 (3-4) bar 2G,1795.271
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,3924.61
Mobile 2G,4/5 (3-4) bar 2G,538.07
Mobile 2G,4/5 (3-4) bar 2G,-89.108
Mobile 2G,4/5 (3-4) bar 2G,1543.33
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,4046.661
Mobile 2G,4/5 (3-4) bar 2G,-144.879
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,377.413
Mobile 2G,4/5 (3-4) bar 2G,323.793
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,-155.885
Mobile 2G,4/5 (3-4) bar 2G,-2984.699
Mobile 2G,4/5 (3-4) bar 2G,-150.289
Mobile 2G,4/5 (3-4) bar 2G,2497.695
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,863.272
Mobile 2G,4/5 (3-4) bar 2G,1131.456
Mobile 2G,4/5 (3-4) bar 2G,1515.462
Mobile 2G,4/5 (3-4) bar 2G,-1351.813
Mobile 2G,4/5 (3-4) bar 2G,-45.503
Mobile 2G,4/5 (3-4) bar 2G,-1033.829
Mobile 2G,4/5 (3-4) bar 2G,975.496
Mobile 2G,4/5 (3-4) bar 2G,12.377
Mobile 2G,4/5 (3-4) bar 2G,-398.739
Mobile 2G,4/5 (3-4) bar 2G,
Mobile 2G,4/5 (3-4) bar 2G,-0.007
Mobile 2G,4/5 (3-4) bar 2G,-28.99
Mobile 2G,4/5 (3-4) bar 2G,93.014
Mobile 2G,4/5 (3-4) bar 2G,-32.087
Mobile 2G,4/5 (3-4) bar 2G,-43.897
Mobile 2G,4/5 (3-4) bar 2G,1394.532
Mobile 2G,4/5 (3-4) bar 2G,1419.026
Mobile 2G,4/5 (3-4) bar 2G,-72.37
Broadband,WiFi,-3.22
Broadband,WiFi,-2.649
Broadband,WiFi,0.19
Broadband,WiFi,2.151
Broadband,WiFi,-0.575
Broadband,WiFi,-2.259
Broadband,WiFi,-1.68
Broadband,WiFi,1.216
Broadband,WiFi,-0.903
Broadband,WiFi,-3.188
Broadband,WiFi,2.848
Broadband,WiFi,-7.623
Broadband,WiFi,
Broadband,WiFi,-0.414
Broadband,WiFi,2.296
Broadband,WiFi,4.206
Broadband,WiFi,1.554
Broadband,WiFi,5.739
Broadband,WiFi,1.375
Broadband,WiFi,1.506
Broadband,WiFi,0.111
Broadband,WiFi,2.987
Broadband,WiFi,-39.329
Broadband,WiFi,1.086
Broadband,WiFi,-2.37
Broadband,WiFi,0.684
Broadband,WiFi,0.409
Broadband,WiFi,1.008
Broadband,WiFi,0.439
Broadband,WiFi,-2.104
Broadband,WiFi,2.543
Broadband,WiFi,4.087
Broadband,WiFi,-323.21
Broadband,WiFi,
Broadband,WiFi,
Broadband,WiFi,0.373
Broadband,WiFi,-2.291
Broadband,WiFi,1.538
Broadband,WiFi,0.268
Broadband,WiFi,5.753
Broadband,WiFi,-1.098
Broadband,WiFi,0.558
Broadband,WiFi,0.227
Broadband,WiFi,-0.522
Broadband,WiFi,
Broadband,WiFi,0.061
Broadband,WiFi,0.582
Broadband,WiFi,0.455
Broadband,WiFi,0.636
Broadband,WiFi,0.688
Broadband,WiFi,3.836
Broadband,WiFi,-0.038
Broadband,WiFi,4.328
Broadband,WiFi,1.387
Broadband,WiFi,-4.355
Broadband,WiFi,0.485
Broadband,WiFi,1.175
Broadband,WiFi,-119.015
Broadband,WiFi,-2.657
Broadband,WiFi,0.651
Broadband,WiFi,1.026
Broadband,WiFi,1.292
Broadband,WiFi,1.152
Broadband,WiFi,0.87
Broadband,WiFi,1.473
Broadband,WiFi,2.039
Broadband,WiFi,2.449
Broadband,WiFi,1.059
Broadband,WiFi,-6.381
Broadband,WiFi,-5.803
Broadband,WiFi,-8.924
Broadband,WiFi,0.242
Broadband,WiFi,0.377
Broadband,WiFi,0.717
Broadband,WiFi,1.273
Broadband,WiFi,0.854
Broadband,WiFi,1.097
Broadband,WiFi,0.651
Broadband,WiFi,1.071
Broadband,WiFi,6.688
Broadband,WiFi,3.301
Broadband,WiFi,0.864
Broadband,WiFi,4.296
Broadband,WiFi,-52.731
Broadband,WiFi,-43.098
Broadband,WiFi,-0.519
Broadband,WiFi,0.492
Broadband,WiFi,-3.298
Broadband,WiFi,1.662
Broadband,WiFi,4.009
Broadband,WiFi,-1.369
Broadband,WiFi,5.91
Broadband,WiFi,-1.655
Broadband,WiFi,0.562
Broadband,WiFi,0.299
Broadband,WiFi,0.867
Broadband,WiFi,0.995
Broadband,WiFi,0.419
Broadband,WiFi,-0.915
Broadband,WiFi,0.191
Broadband,WiFi,-2.512
Broadband,WiFi,-2.056
Broadband,WiFi,-1.581
Broadband,WiFi,-1.552
Broadband,WiFi,24.094
Broadband,WiFi,-0.025
Broadband,WiFi,-0.432
Broadband,WiFi,0.861
Broadband,WiFi,0.633
Broadband,WiFi,-1.775
Broadband,WiFi,-0.103
Broadband,WiFi,-4.142
Broadband,WiFi,1.699
Broadband,WiFi,1.152
Broadband,WiFi,0.781
Broadband,WiFi,0.704
Broadband,WiFi,-0.47
Broadband,WiFi,-2.23
Broadband,WiFi,0.04
Broadband,WiFi,0.781
Broadband,WiFi,
Broadband,WiFi,-4.696
Broadband,WiFi,2.528
Broadband,WiFi,0.725
Broadband,WiFi,-16.79
Broadband,WiFi,2.11
Broadband,WiFi,0.407
Broadband,WiFi,4.618
Broadband,WiFi,-0.288
Broadband,WiFi,2.239
Broadband,WiFi,-3.723
Broadband,WiFi,0.704
Broadband,WiFi,2.714
Broadband,WiFi,3.355
Broadband,WiFi,-78.438
Broadband,WiFi,
Broadband,WiFi,0.692
Broadband,WiFi,1.407
Broadband,WiFi,0.826
Broadband,WiFi,0.876
Broadband,WiFi,1.728
Broadband,WiFi,0.341
Broadband,WiFi,0.53
Broadband,WiFi,7.27
Broadband,WiFi,8.219
Broadband,WiFi,-52.983
Broadband,WiFi,-0.65
Broadband,WiFi,-2.092
Broadband,WiFi,-2.188
Broadband,WiFi,
Broadband,WiFi,-0.79
Broadband,WiFi,-2.676
Broadband,WiFi,-0.637
Broadband,WiFi,-0.979
Broadband,WiFi,11.546
Broadband,WiFi,-4.777
Broadband,WiFi,1.564
Broadband,WiFi,1.172
Broadband,WiFi,
Broadband,WiFi,0.434
Broadband,WiFi,3.741
Broadband,WiFi,4.197
Broadband,WiFi,-0.378
Broadband,WiFi,0.823
Broadband,WiFi,2.578
Broadband,WiFi,0.846
Broadband,WiFi,-0.97
Broadband,WiFi,10.913
Broadband,WiFi,0.969
Broadband,WiFi,
Broadband,WiFi,1.219
Broadband,WiFi,-3.921
Broadband,WiFi,-5.153
Broadband,WiFi,-97.484
Broadband,WiFi,-87.707
Broadband,WiFi,1.823
Broadband,WiFi,0.506
Broadband,WiFi,6.01
Broadband,WiFi,-0.902
Broadband,WiFi,1.89
Broadband,WiFi,-11.869
Broadband,WiFi,-0.485
Broadband,WiFi,1.916
Broadband,WiFi,
Broadband,WiFi,1.136
Broadband,WiFi,1.57
Broadband,WiFi,-5.822
Broadband,WiFi,0.562
Broadband,WiFi,0.176
Broadband,WiFi,1.837
Broadband,WiFi,3.705
Broadband,WiFi,-4.265
Broadband,WiFi,3.01
Broadband,WiFi,0.939
Broadband,WiFi,1.195
Broadband,WiFi,2.776
Broadband,WiFi,1.42
Broadband,WiFi,0.325
Broadband,WiFi,-3.35
Broadband,WiFi,0.616
Broadband,WiFi,5.736
Broadband,WiFi,-2.015
Broadband,WiFi,1.009
Broadband,WiFi,-3.661
Broadband,WiFi,-0.006
Broadband,WiFi,
Broadband,WiFi,0.656
Broadband,WiFi,7.22
Broadband,WiFi,-3.548
Broadband,WiFi,1.126
Broadband,WiFi,-3.262
Broadband,WiFi,2.403
Broadband,WiFi,0.475
Broadband,WiFi,0.657
Broadband,WiFi,1.047
Broadband,WiFi,-0.625
Broadband,WiFi,-101.925
Broadband,WiFi,0.932
Broadband,WiFi,1.208
Broadband,WiFi,-1.643
Broadband,WiFi,0.494
Broadband,WiFi,1.003
Broadband,WiFi,-4.245
Broadband,WiFi,0.721
Broadband,WiFi,0.676
Broadband,WiFi,-1.664
Broadband,WiFi,
Broadband,WiFi,-3.242
Broadband,WiFi,-1.478
Broadband,WiFi,0.805
Broadband,WiFi,
Broadband,WiFi,-5.969
Broadband,WiFi,0.673
Broadband,WiFi,2.05
Broadband,WiFi,1.979
Broadband,WiFi,1.468
Broadband,WiFi,
Broadband,WiFi,1.827
Broadband,WiFi,
Broadband,WiFi,-9.58
Broadband,WiFi,-28.124
Broadband,WiFi,-0.34
Broadband,WiFi,-0.095
Broadband,WiFi,0.681
Broadband,WiFi,-1.587
Broadband,WiFi,2.083
Broadband,WiFi,2.832
Broadband,WiFi,1.475
Broadband,WiFi,0.388
Broadband,WiFi,0.92
Broadband,WiFi,0.144
Broadband,WiFi,-59.611
Broadband,WiFi,
Broadband,WiFi,-3.592
Broadband,WiFi,37.94
Broadband,WiFi,1.367
Broadband,WiFi,0.174
Broadband,WiFi,-6.153
Broadband,WiFi,-4.963
Broadband,WiFi,-0.226
Broadband,WiFi,-3.254
Broadband,WiFi,1.772
Broadband,WiFi,1.043
Broadband,WiFi,-64.839
Broadband,WiFi,-24.808
Broadband,WiFi,0.375
Broadband,WiFi,-0.29
Broadband,WiFi,-1.159
Broadband,WiFi,-12.409
Broadband,WiFi,0.043
Broadband,WiFi,-2.547
Broadband,WiFi,0.148
Broadband,WiFi,-2.461
Broadband,WiFi,-0.444
Broadband,WiFi,-1.697
Broadband,WiFi,0.684
Broadband,WiFi,3.179
Broadband,WiFi,-1.06
Broadband,WiFi,0.087
Broadband,WiFi,-1.735
Broadband,WiFi,2.682
Broadband,WiFi,1.085
Broadband,WiFi,1.018
Broadband,WiFi,-28.04
Broadband,WiFi,-28.043
Broadband,WiFi,0.18
Broadband,WiFi,3.658
Broadband,WiFi,3.427
Broadband,WiFi,
Broadband,WiFi,-2.029
Broadband,WiFi,3.445
Broadband,WiFi,-1.734
Broadband,WiFi,
Broadband,WiFi,-6.117
Broadband,WiFi,0.447
Broadband,WiFi,
Broadband,WiFi,2.773
Broadband,WiFi,0.892
Broadband,WiFi,3.033
Broadband,WiFi,-0.208
Broadband,WiFi,-0.853
Broadband,WiFi,0.841
Broadband,WiFi,-3.133
Broadband,WiFi,-0.569
Broadband,WiFi,1.415
Broadband,WiFi,2.224
Broadband,WiFi,2.393
Broadband,WiFi,-1.729
Broadband,WiFi,
Broadband,WiFi,0.805
Broadband,WiFi,-19.681
Broadband,WiFi,0.158
Broadband,WiFi,0.545
Broadband,WiFi,1.571
Broadband,WiFi,3.492
Broadband,WiFi,-3.943
Broadband,WiFi,0.099
Broadband,WiFi,-5.609
Broadband,WiFi,-0.081
Broadband,WiFi,0.261
Broadband,WiFi,0.627
Broadband,WiFi,-22.799
Broadband,WiFi,-10.828
Broadband,WiFi,-51.718
Broadband,WiFi,5.457
Broadband,WiFi,5.655
Broadband,WiFi,0.377
Broadband,WiFi,0.552
Broadband,WiFi,0.413
Broadband,WiFi,1.026
Broadband,WiFi,2.97
Broadband,WiFi,-0.477
Broadband,WiFi,0.137
Broadband,WiFi,
Broadband,WiFi,2.926
Broadband,WiFi,0.0
Broadband,WiFi,0.211
Broadband,WiFi,0.726
Broadband,WiFi,0.079
Broadband,WiFi,0.496
Broadband,WiFi,-0.446
Broadband,WiFi,-0.556
Broadband,WiFi,0.007
Broadband,WiFi,-0.018
Broadband,WiFi,
Broadband,WiFi,-6.717
Broadband,WiFi,0.913
Broadband,WiFi,-0.336
Broadband,WiFi,-20.45
Broadband,WiFi,0.342
Broadband,WiFi,1.324
Broadband,WiFi,1.215
Broadband,WiFi,-58.791
Broadband,WiFi,-80.61
Broadband,WiFi,
Broadband,WiFi,1.643
Broadband,WiFi,-24.211
Broadband,WiFi,-0.615
Broadband,WiFi,-1.061
Broadband,WiFi,1.906
Broadband,WiFi,-5.273
Broadband,WiFi,1.58
Broadband,WiFi,-0.887
Broadband,WiFi,-73.418
Broadband,WiFi,0.306
Broadband,WiFi,1.079
Broadband,WiFi,1.71
Broadband,WiFi,1.257
Broadband,WiFi,-0.11
Broadband,WiFi,5.778
Broadband,WiFi,0.748
Broadband,WiFi,0.478
Broadband,WiFi,-2.376
Broadband,WiFi,5.339
Broadband,WiFi,5.67
Broadband,WiFi,2.233
Broadband,WiFi,1.123
Broadband,WiFi,3.371
Broadband,WiFi,-1.71
Broadband,WiFi,-0.731
Broadband,WiFi,6.916
Broadband,WiFi,8.057
Broadband,WiFi,0.083
Broadband,WiFi,1.913
Broadband,WiFi,1.905
Broadband,WiFi,1.434
Broadband,WiFi,0.672
Broadband,WiFi,7.991
Broadband,WiFi,8.05
Broadband,WiFi,-0.074
Broadband,WiFi,-1.225
Broadband,WiFi,-94.548
Broadband,WiFi,3.438
Broadband,WiFi,1.345
Broadband,WiFi,-67.128
Broadband,WiFi,0.69
Broadband,WiFi,4.691
Broadband,WiFi,-0.672
Broadband,WiFi,
Broadband,WiFi,0.378
Broadband,WiFi,0.746
Broadband,WiFi,-0.371
Broadband,WiFi,2.508
Broadband,WiFi,-4.92
Broadband,WiFi,0.448
Broadband,WiFi,-0.952
Broadband,WiFi,2.803
Broadband,WiFi,-1.148
Broadband,WiFi,0.856
Broadband,WiFi,-13.147
Broadband,WiFi,1.06
Broadband,WiFi,-35.138
Broadband,WiFi,-73.792
Broadband,WiFi,-2.097
Broadband,WiFi,1.263
Broadband,WiFi,-0.988
Broadband,WiFi,
Broadband,WiFi,8.656
Broadband,WiFi,-15.731
Broadband,WiFi,-30.888
Broadband,WiFi,0.451
Broadband,WiFi,0.665
Broadband,WiFi,-0.192
Broadband,WiFi,3.55
Broadband,WiFi,
Broadband,WiFi,-0.925
Broadband,WiFi,-1.62
Broadband,WiFi,-45.778
Broadband,WiFi,-49.407
Broadband,WiFi,0.807
Broadband,WiFi,3.665
Broadband,WiFi,-0.834
Broadband,WiFi,-0.675
Broadband,WiFi,-2.71
Broadband,WiFi,-2.11
Broadband,WiFi,-0.102
Broadband,WiFi,
Broadband,WiFi,-2.408
Broadband,WiFi,0.845
Broadband,WiFi,0.848
Broadband,WiFi,0.256
Broadband,WiFi,-1.863
Broadband,WiFi,0.568
Broadband,WiFi,-0.308
Broadband,WiFi,-3.734
Broadband,WiFi,0.779
Broadband,WiFi,-4.081
Broadband,WiFi,-3.513
Broadband,WiFi,0.203
Broadband,WiFi,-0.596
Broadband,WiFi,-0.433
Broadband,WiFi,0.839
Broadband,WiFi,0.876
Broadband,WiFi,1.79
Broadband,WiFi,1.837
Broadband,WiFi,0.124
Broadband,WiFi,1.474
Broadband,WiFi,0.529
Broadband,WiFi,-3.188
Broadband,WiFi,-0.223
Broadband,WiFi,-2.184
Broadband,WiFi,0.585
Broadband,WiFi,0.514
Broadband,WiFi,1.05
Broadband,WiFi,1.047
Broadband,WiFi,-4.142
Broadband,WiFi,0.959
Broadband,WiFi,-2.743
Broadband,WiFi,1.131
Broadband,WiFi,0.653
Broadband,WiFi,-0.226
Broadband,WiFi,1.336
Broadband,WiFi,4.365
Broadband,WiFi,0.22
Broadband,WiFi,2.296
Broadband,WiFi,4.092
Broadband,WiFi,-0.542
Broadband,WiFi,1.355
Broadband,WiFi,0.864
Broadband,WiFi,0.747
Broadband,WiFi,0.814
Broadband,WiFi,0.609
Broadband,WiFi,0.855
Broadband,WiFi,1.141
Broadband,WiFi,-0.406
Broadband,WiFi,0.852
Broadband,WiFi,1.046
Broadband,WiFi,-0.189
Broadband,WiFi,0.826
Broadband,WiFi,0.968
Broadband,WiFi,-4.386
Broadband,WiFi,11.517
Broadband,WiFi,-0.224
Broadband,WiFi,12.701
Broadband,WiFi,3.233
Broadband,WiFi,0.384
Broadband,WiFi,5.403
Broadband,WiFi,0.074
Broadband,WiFi,0.94
Broadband,WiFi,1.338
Broadband,WiFi,0.991
Broadband,WiFi,1.284
Broadband,WiFi,0.166
Broadband,WiFi,-0.682
Broadband,WiFi,0.263
Broadband,WiFi,0.868
Broadband,WiFi,0.265
Broadband,WiFi,0.838
Broadband,WiFi,-0.756
Broadband,WiFi,-4.799
Broadband,WiFi,-0.549
Broadband,WiFi,0.592
Broadband,WiFi,-91.789
Broadband,WiFi,-67.012
Broadband,WiFi,-73.478
Broadband,WiFi,1.631
Broadband,WiFi,0.465
Broadband,WiFi,0.995
Broadband,WiFi,-1.538
Broadband,WiFi,10.288
Broadband,WiFi,
Broadband,WiFi,1.473
Broadband,WiFi,-42.632
Broadband,WiFi,8.921
Broadband,WiFi,-2.617
Broadband,WiFi,0.966
Broadband,WiFi,-0.863
Broadband,WiFi,5.219
Broadband,WiFi,1.195
Broadband,WiFi,0.87
Broadband,WiFi,0.872
Broadband,WiFi,0.452
Broadband,WiFi,
Broadband,WiFi,0.158
Broadband,WiFi,0.268
Broadband,WiFi,-3.454
Broadband,WiFi,10.503
Broadband,WiFi,0.925
Broadband,WiFi,0.256
Broadband,WiFi,
Broadband,WiFi,13.117
Broadband,WiFi,-48.514
Broadband,WiFi,1.847
Broadband,WiFi,-98.836
Broadband,WiFi,
Broadband,WiFi,-0.118
Broadband,WiFi,-20.358
Broadband,WiFi,2.21
Broadband,WiFi,0.895
Broadband,WiFi,1.029
Broadband,WiFi,0.643
Broadband,WiFi,0.092
Broadband,WiFi,0.195
Broadband,WiFi,-0.543
Broadband,WiFi,-1.649
Broadband,WiFi,0.864
Broadband,WiFi,
Broadband,WiFi,-0.831
Broadband,WiFi,0.844
Broadband,WiFi,0.842
Broadband,WiFi,3.045
Broadband,WiFi,-0.887
Broadband,WiFi,2.714
Broadband,WiFi,0.342
Broadband,WiFi,0.712
Broadband,WiFi,0.159
Broadband,WiFi,0.76
Broadband,WiFi,1.012
Broadband,WiFi,0.801
Broadband,WiFi,-3.407
Broadband,WiFi,-1.481
Broadband,WiFi,
Broadband,WiFi,-2.519
Broadband,WiFi,0.051
Broadband,WiFi,1.878
Broadband,WiFi,1.916
Broadband,WiFi,-36.441
Broadband,WiFi,
Broadband,WiFi,0.779
Broadband,WiFi,0.855
Broadband,WiFi,1.376
Broadband,WiFi,-0.394
Broadband,WiFi,0.981
Broadband,WiFi,0.197
Broadband,WiFi,0.977
Broadband,WiFi,0.375
Broadband,WiFi,0.017
Broadband,WiFi,-3.511
Broadband,WiFi,-1.343
Broadband,WiFi,-49.027
Broadband,WiFi,-2.063
Broadband,WiFi,1.106
Broadband,WiFi,1.114
Broadband,WiFi,-2.747
Broadband,WiFi,-20.858
Broadband,WiFi,0.349
Broadband,WiFi,2.932
Broadband,WiFi,3.676
Broadband,WiFi,0.502
Broadband,WiFi,1.524
Broadband,WiFi,1.38
Broadband,WiFi,0.663
Broadband,WiFi,0.666
Broadband,WiFi,-2.367
Broadband,WiFi,
Broadband,WiFi,0.095
Broadband,WiFi,-3.506
Broadband,WiFi,-0.159
Broadband,WiFi,0.75
Broadband,WiFi,1.395
Broadband,WiFi,0.87
Broadband,WiFi,0.722
Broadband,WiFi,1.767
Broadband,WiFi,-38.11
Broadband,WiFi,
Broadband,WiFi,0.988
Broadband,WiFi,0.852
Broadband,WiFi,0.059
Broadband,WiFi,0.752
Broadband,WiFi,0.325
Broadband,WiFi,0.732
Broadband,WiFi,0.985
Broadband,WiFi,0.832
Broadband,WiFi,-2.326
Broadband,WiFi,-2.335
Broadband,WiFi,-70.804
Broadband,WiFi,-94.644
Broadband,WiFi,-0.041
Broadband,WiFi,2.052
Broadband,WiFi,1.196
Broadband,WiFi,1.591
Broadband,WiFi,0.733
Broadband,WiFi,
Broadband,WiFi,0.071
Broadband,WiFi,0.574
Broadband,WiFi,0.582
Broadband,WiFi,1.472
Broadband,WiFi,0.668
Broadband,WiFi,0.416
Broadband,WiFi,0.593
Broadband,WiFi,0.588
Broadband,WiFi,0.257
Broadband,WiFi,0.485
Broadband,WiFi,-1.62
Broadband,WiFi,-0.991
Broadband,WiFi,-4.752
Broadband,WiFi,-3.621
Broadband,WiFi,0.352
Broadband,WiFi,
Broadband,WiFi,0.263
Broadband,WiFi,0.486
Broadband,WiFi,-0.218
Broadband,WiFi,1.27
Broadband,WiFi,0.499
Broadband,WiFi,0.31
Broadband,WiFi,1.365
Broadband,WiFi,0.892
Broadband,WiFi,1.044
Broadband,WiFi,11.868
Broadband,WiFi,0.815
Broadband,WiFi,
Broadband,WiFi,0.309
Broadband,WiFi,0.322
Broadband,WiFi,0.589
Broadband,WiFi,3.015
Broadband,WiFi,-2.262
Broadband,WiFi,0.519
Broadband,WiFi,-0.048
Broadband,WiFi,1.035
Broadband,WiFi,1.088
Broadband,WiFi,-0.115
Broadband,WiFi,0.385
Broadband,WiFi,0.285
Broadband,WiFi,1.183
Broadband,WiFi,0.028
Broadband,WiFi,1.598
Broadband,WiFi,0.628
Broadband,WiFi,-0.308
Broadband,WiFi,9.452
Broadband,WiFi,0.889
Broadband,WiFi,2.032
Broadband,WiFi,0.839
Broadband,WiFi,0.506
Broadband,WiFi,-3.782
Broadband,WiFi,0.633
Broadband,WiFi,-1.946
Broadband,WiFi,0.795
Broadband,WiFi,0.91
Broadband,WiFi,3.364
Broadband,WiFi,
Broadband,WiFi,0.218
Broadband,WiFi,-2.636
Broadband,WiFi,5.659
Broadband,WiFi,-94.913
Broadband,WiFi,0.813
Broadband,WiFi,0.897
Broadband,WiFi,1.205
Broadband,WiFi,0.306
Broadband,WiFi,2.892
Broadband,WiFi,3.196
Broadband,WiFi,4.014
Broadband,WiFi,3.054
Broadband,WiFi,0.56
Broadband,WiFi,0.847
Broadband,WiFi,0.723
Broadband,WiFi,1.425
Broadband,WiFi,0.829
Broadband,WiFi,1.152
Broadband,WiFi,-78.642
Broadband,WiFi,0.909
Broadband,WiFi,1.041
Broadband,WiFi,0.426
Broadband,WiFi,2.273
Broadband,WiFi,3.709
Broadband,WiFi,0.869
Broadband,WiFi,1.778
Broadband,WiFi,0.375
Broadband,WiFi,-71.839
Broadband,WiFi,0.793
Broadband,WiFi,0.934
Broadband,WiFi,-2.682
Broadband,WiFi,0.844
Broadband,WiFi,0.831
Broadband,WiFi,-14.377
Broadband,WiFi,-61.55
Broadband,WiFi,-1.103
Broadband,WiFi,0.898
Broadband,WiFi,-1.387
Broadband,WiFi,0.81
Broadband,WiFi,
Broadband,WiFi,0.055
Broadband,WiFi,0.668
Broadband,WiFi,1.029
Broadband,WiFi,6.109
Broadband,WiFi,-0.215
Broadband,WiFi,0.501
Broadband,WiFi,-1.561
Broadband,WiFi,0.307
Broadband,WiFi,-0.092
Broadband,WiFi,0.605
Broadband,WiFi,0.55
Broadband,WiFi,0.793
Broadband,WiFi,3.095
Broadband,WiFi,-0.05
Broadband,WiFi,-7.563
Broadband,WiFi,0.226
Broadband,WiFi,0.631
Broadband,WiFi,-0.718
Broadband,WiFi,-0.703
Broadband,WiFi,3.057
Broadband,WiFi,-2.621
Broadband,WiFi,1.041
Broadband,WiFi,0.302
Broadband,WiFi,2.135
Broadband,WiFi,2.452
Broadband,WiFi,2.801
Broadband,WiFi,0.775
Broadband,WiFi,0.833
Broadband,WiFi,0.761
Broadband,WiFi,-0.463
Broadband,WiFi,1.371
Broadband,WiFi,-2.125
Broadband,WiFi,0.687
Broadband,WiFi,0.542
Broadband,WiFi,-0.004
Broadband,WiFi,
Broadband,WiFi,3.477
Broadband,WiFi,0.923
Broadband,WiFi,-0.296
Broadband,WiFi,2.797
Broadband,WiFi,0.955
Broadband,WiFi,0.856
Broadband,WiFi,-2.73
Broadband,WiFi,-0.657
Broadband,WiFi,0.855
Broadband,WiFi,-2.136
Broadband,WiFi,1.407
Broadband,WiFi,1.1
Broadband,WiFi,0.786
Broadband,WiFi,1.191
Broadband,WiFi,0.675
Broadband,WiFi,-0.217
Broadband,WiFi,-0.176
Broadband,WiFi,-0.671
Broadband,WiFi,-0.2
Broadband,WiFi,0.671
Broadband,WiFi,0.589
Broadband,WiFi,0.801
Broadband,WiFi,0.541
Broadband,WiFi,0.708
Broadband,WiFi,1.201
Broadband,WiFi,3.417
Broadband,WiFi,1.21
Broadband,WiFi,0.999
Broadband,WiFi,-1.8
Broadband,WiFi,0.296
Broadband,WiFi,3.197
Broadband,WiFi,0.7
Broadband,WiFi,0.706
Broadband,WiFi,0.135
Broadband,WiFi,0.905
Broadband,WiFi,0.951
Broadband,WiFi,0.643
Broadband,WiFi,0.666
Broadband,WiFi,0.266
Broadband,WiFi,-0.193
Broadband,WiFi,-5.715
Broadband,WiFi,-6.577
Broadband,WiFi,0.764
Broadband,WiFi,-1.878
Broadband,WiFi,12.744
Broadband,WiFi,-2.84
Broadband,WiFi,10.717
Broadband,WiFi,7.135
Broadband,WiFi,7.231
Broadband,WiFi,7.884
Broadband,WiFi,10.681
Broadband,WiFi,13.039
Broadband,WiFi,11.114
Broadband,WiFi,9.694
Broadband,WiFi,9.913
Broadband,WiFi,9.849
Broadband,WiFi,10.927
Broadband,WiFi,10.583
Broadband,WiFi,-35.237
Broadband,WiFi,-54.519
Broadband,WiFi,9.851
Broadband,WiFi,4.106
Broadband,WiFi,11.155
Broadband,WiFi,10.417
Broadband,WiFi,9.57
Broadband,WiFi,13.142
Broadband,WiFi,11.464
Broadband,WiFi,
Broadband,WiFi,10.37
Broadband,WiFi,-0.429
Broadband,WiFi,9.446
Broadband,WiFi,16.192
Broadband,WiFi,
Broadband,WiFi,1.177
Broadband,WiFi,10.849
Broadband,WiFi,10.417
Broadband,WiFi,7.866
Broadband,WiFi,-41.49
Broadband,WiFi,12.073
Broadband,WiFi,10.715
Broadband,WiFi,11.601
Broadband,WiFi,10.904
Broadband,WiFi,2.334
Broadband,WiFi,10.618
Broadband,WiFi,9.09
Broadband,WiFi,8.574
Broadband,WiFi,12.327
Broadband,WiFi,9.535
Broadband,WiFi,5.504
Broadband,WiFi,10.988
Broadband,WiFi,11.198
Broadband,WiFi,11.0
Broadband,WiFi,11.602
Broadband,WiFi,10.979
Broadband,WiFi,9.362
Broadband,WiFi,14.514
Broadband,WiFi,10.205
Broadband,WiFi,10.82
Broadband,WiFi,11.371
Broadband,WiFi,11.14
Broadband,WiFi,6.944
Broadband,WiFi,12.582
